date,year,month,station,state,zone,aqi,category,pm25_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,co_mgm3,o3_ugm3,dominant_pollutant
2015-08-06,2015,8,Mumbai,Maharashtra,West,68,Satisfactory,33.2,44.3,12.0,5.2,1.21,61.6,PM2.5
2015-08-07,2015,8,Mumbai,Maharashtra,West,26,Good,11.2,20.4,5.5,2.6,0.69,60.2,PM10
2015-08-08,2015,8,Mumbai,Maharashtra,West,61,Satisfactory,31.3,43.1,15.4,3.8,1.53,50.0,PM2.5
2015-08-09,2015,8,Mumbai,Maharashtra,West,80,Satisfactory,41.3,71.8,18.8,6.4,1.06,44.2,NO2
2015-08-10,2015,8,Mumbai,Maharashtra,West,34,Good,16.5,25.5,8.7,3.9,0.86,42.9,NO2
2015-08-11,2015,8,Mumbai,Maharashtra,West,55,Satisfactory,25.8,48.7,8.9,5.5,1.01,66.4,PM2.5
2015-08-12,2015,8,Mumbai,Maharashtra,West,48,Good,17.9,31.1,7.5,7.0,1.0,30.2,NO2
2015-08-13,2015,8,Mumbai,Maharashtra,West,54,Satisfactory,22.5,43.3,10.4,3.3,1.2,59.7,PM10
2015-08-14,2015,8,Mumbai,Maharashtra,West,69,Satisfactory,32.9,47.5,10.2,8.8,1.34,24.4,PM10
2015-08-15,2015,8,Mumbai,Maharashtra,West,59,Satisfactory,31.7,42.3,9.3,3.7,0.99,43.3,PM2.5
2015-08-16,2015,8,Mumbai,Maharashtra,West,63,Satisfactory,23.4,50.6,16.4,8.3,1.38,37.4,PM2.5
2015-08-17,2015,8,Mumbai,Maharashtra,West,81,Satisfactory,36.8,62.9,12.6,11.2,1.55,20.3,PM10
2015-08-18,2015,8,Mumbai,Maharashtra,West,45,Good,19.6,40.7,10.3,5.7,0.55,26.6,PM10
2015-08-19,2015,8,Mumbai,Maharashtra,West,44,Good,16.0,31.8,10.2,2.8,0.9,-1.8,PM2.5
2015-08-20,2015,8,Mumbai,Maharashtra,West,37,Good,17.0,29.1,8.9,2.2,0.73,49.4,PM2.5
2015-08-21,2015,8,Mumbai,Maharashtra,West,46,Good,22.7,36.4,8.5,4.1,0.89,32.3,PM2.5
2015-08-22,2015,8,Mumbai,Maharashtra,West,62,Satisfactory,33.0,55.3,11.0,7.4,1.18,54.1,NO2
2015-08-23,2015,8,Mumbai,Maharashtra,West,73,Satisfactory,26.8,67.8,14.3,8.3,1.65,40.2,PM2.5
2015-08-24,2015,8,Mumbai,Maharashtra,West,62,Satisfactory,29.2,41.0,12.5,4.0,1.48,66.0,PM2.5
2015-08-25,2015,8,Mumbai,Maharashtra,West,125,Moderate,45.9,83.4,28.2,7.2,1.64,52.7,NO2
2015-08-26,2015,8,Mumbai,Maharashtra,West,40,Good,16.5,30.1,9.3,4.6,0.6,76.0,PM10
2015-08-27,2015,8,Mumbai,Maharashtra,West,89,Satisfactory,36.3,57.6,13.3,13.1,1.49,64.4,PM2.5
2015-08-28,2015,8,Mumbai,Maharashtra,West,71,Satisfactory,30.4,50.1,11.0,7.9,1.73,76.2,NO2
2015-08-29,2015,8,Mumbai,Maharashtra,West,67,Satisfactory,24.6,63.6,15.8,5.3,1.85,93.3,PM2.5
2015-08-30,2015,8,Mumbai,Maharashtra,West,100,Satisfactory,49.5,90.0,21.9,6.3,1.74,86.0,PM2.5
2015-08-31,2015,8,Mumbai,Maharashtra,West,36,Good,15.8,30.1,9.1,2.7,0.5,10.7,NO2
2015-09-01,2015,9,Mumbai,Maharashtra,West,60,Satisfactory,28.6,43.9,14.3,8.2,1.53,46.7,PM10
2015-09-02,2015,9,Mumbai,Maharashtra,West,52,Satisfactory,25.8,40.9,12.5,6.4,1.27,55.7,NO2
2015-09-03,2015,9,Mumbai,Maharashtra,West,36,Good,16.5,34.4,9.1,2.0,0.53,60.1,PM2.5
2015-09-04,2015,9,Mumbai,Maharashtra,West,65,Satisfactory,33.0,46.0,13.0,8.7,1.54,37.0,PM10
2015-09-05,2015,9,Mumbai,Maharashtra,West,140,Moderate,63.2,102.9,29.1,16.6,3.64,71.5,NO2
2015-09-06,2015,9,Mumbai,Maharashtra,West,93,Satisfactory,36.2,73.3,13.1,6.9,2.2,63.5,NO2
2015-09-07,2015,9,Mumbai,Maharashtra,West,93,Satisfactory,36.9,76.0,21.2,10.4,1.4,41.5,PM10
2015-09-08,2015,9,Mumbai,Maharashtra,West,90,Satisfactory,41.4,57.8,20.8,4.8,2.15,37.8,PM2.5
2015-09-09,2015,9,Mumbai,Maharashtra,West,31,Good,12.0,22.9,7.6,4.6,0.55,27.9,NO2
2015-09-10,2015,9,Mumbai,Maharashtra,West,111,Moderate,57.7,92.1,20.8,10.1,2.57,42.0,NO2
2015-09-11,2015,9,Mumbai,Maharashtra,West,89,Satisfactory,33.5,73.7,17.6,10.2,1.16,38.5,NO2
2015-09-12,2015,9,Mumbai,Maharashtra,West,103,Moderate,47.5,85.8,22.8,13.4,1.68,90.1,PM2.5
2015-09-13,2015,9,Mumbai,Maharashtra,West,55,Satisfactory,20.6,36.2,9.9,7.1,1.28,76.2,NO2
2015-09-14,2015,9,Mumbai,Maharashtra,West,58,Satisfactory,25.5,39.9,10.4,5.4,0.78,79.6,PM10
2015-09-15,2015,9,Mumbai,Maharashtra,West,67,Satisfactory,33.0,64.3,16.9,7.7,1.26,22.7,PM10
2015-09-16,2015,9,Mumbai,Maharashtra,West,91,Satisfactory,34.7,70.2,21.9,8.0,1.92,61.6,NO2
2015-09-17,2015,9,Mumbai,Maharashtra,West,33,Good,14.0,24.7,4.7,1.7,0.84,57.0,NO2
2015-09-18,2015,9,Mumbai,Maharashtra,West,59,Satisfactory,24.4,55.5,10.1,5.5,1.53,14.6,PM10
2015-09-19,2015,9,Mumbai,Maharashtra,West,48,Good,24.2,37.8,9.5,3.0,0.64,58.0,PM10
2015-09-20,2015,9,Mumbai,Maharashtra,West,55,Satisfactory,24.1,48.0,12.8,3.6,1.2,85.4,NO2
2015-09-21,2015,9,Mumbai,Maharashtra,West,65,Satisfactory,31.1,61.5,9.6,3.6,1.07,38.5,PM10
2015-09-22,2015,9,Mumbai,Maharashtra,West,39,Good,20.4,28.1,6.7,4.9,0.75,33.5,PM2.5
2015-09-23,2015,9,Mumbai,Maharashtra,West,45,Good,16.7,41.9,7.1,4.6,0.84,49.7,PM2.5
2015-09-24,2015,9,Mumbai,Maharashtra,West,75,Satisfactory,27.3,63.9,19.2,8.0,2.02,44.4,PM2.5
2015-09-25,2015,9,Mumbai,Maharashtra,West,53,Satisfactory,21.6,46.3,13.7,4.0,1.19,37.9,PM2.5
2015-09-26,2015,9,Mumbai,Maharashtra,West,62,Satisfactory,27.5,59.0,13.2,5.3,0.86,22.9,PM10
2015-09-27,2015,9,Mumbai,Maharashtra,West,47,Good,19.0,42.9,9.7,4.8,0.65,39.2,PM2.5
2015-09-28,2015,9,Mumbai,Maharashtra,West,66,Satisfactory,24.6,57.2,13.5,3.8,1.28,63.9,NO2
2015-09-29,2015,9,Mumbai,Maharashtra,West,33,Good,17.5,30.1,7.3,3.2,0.61,48.8,NO2
2015-09-30,2015,9,Mumbai,Maharashtra,West,71,Satisfactory,26.4,57.1,16.8,6.8,0.91,91.1,PM2.5
2015-10-01,2015,10,Mumbai,Maharashtra,West,111,Moderate,45.1,76.9,19.9,13.9,2.25,62.0,PM2.5
2015-10-02,2015,10,Mumbai,Maharashtra,West,163,Moderate,84.5,149.7,27.5,15.5,4.52,45.0,PM2.5
2015-10-03,2015,10,Mumbai,Maharashtra,West,140,Moderate,73.3,113.7,28.0,8.5,3.15,35.3,PM2.5
2015-10-04,2015,10,Mumbai,Maharashtra,West,121,Moderate,60.5,114.8,19.9,12.4,2.01,73.0,PM2.5
2015-10-05,2015,10,Mumbai,Maharashtra,West,166,Moderate,78.7,148.6,31.1,23.5,3.41,77.4,PM2.5
2015-10-06,2015,10,Mumbai,Maharashtra,West,174,Moderate,87.5,129.0,42.3,24.5,2.86,33.1,PM2.5
2015-10-07,2015,10,Mumbai,Maharashtra,West,115,Moderate,59.9,97.7,18.2,10.8,2.51,39.7,PM2.5
2015-10-08,2015,10,Mumbai,Maharashtra,West,145,Moderate,77.4,112.2,37.4,16.9,3.21,78.2,PM2.5
2015-10-09,2015,10,Mumbai,Maharashtra,West,89,Satisfactory,32.2,72.9,18.1,10.9,2.34,44.9,PM2.5
2015-10-10,2015,10,Mumbai,Maharashtra,West,155,Moderate,61.0,141.8,36.9,16.1,3.62,42.9,PM2.5
2015-10-11,2015,10,Mumbai,Maharashtra,West,127,Moderate,64.5,99.9,23.2,12.6,3.21,10.9,PM2.5
2015-10-12,2015,10,Mumbai,Maharashtra,West,96,Satisfactory,46.9,86.8,14.6,7.1,1.37,39.9,PM2.5
2015-10-13,2015,10,Mumbai,Maharashtra,West,110,Moderate,54.4,93.3,23.6,9.4,2.8,9.4,PM2.5
2015-10-14,2015,10,Mumbai,Maharashtra,West,169,Moderate,80.1,115.0,37.4,13.9,3.88,49.5,PM2.5
2015-10-15,2015,10,Mumbai,Maharashtra,West,122,Moderate,62.3,89.0,26.5,14.6,2.46,60.5,PM2.5
2015-10-16,2015,10,Mumbai,Maharashtra,West,96,Satisfactory,35.1,70.8,21.0,13.8,2.49,36.4,PM2.5
2015-10-17,2015,10,Mumbai,Maharashtra,West,192,Moderate,92.1,138.9,47.8,22.5,4.03,63.3,PM2.5
2015-10-18,2015,10,Mumbai,Maharashtra,West,136,Moderate,60.2,124.7,28.0,12.0,3.76,30.5,PM2.5
2015-10-19,2015,10,Mumbai,Maharashtra,West,133,Moderate,48.9,116.6,33.3,10.4,3.42,31.1,PM2.5
2015-10-20,2015,10,Mumbai,Maharashtra,West,176,Moderate,87.2,158.0,25.0,25.7,4.16,44.8,PM2.5
2015-10-21,2015,10,Mumbai,Maharashtra,West,205,Poor,84.2,188.5,31.5,24.7,4.23,39.5,PM2.5
2015-10-22,2015,10,Mumbai,Maharashtra,West,131,Moderate,47.5,103.5,23.1,14.4,2.2,43.0,PM2.5
2015-10-23,2015,10,Mumbai,Maharashtra,West,219,Poor,80.7,203.4,53.1,25.6,4.71,32.7,PM2.5
2015-10-24,2015,10,Mumbai,Maharashtra,West,138,Moderate,69.4,89.9,29.0,20.6,3.55,46.6,PM2.5
2015-10-25,2015,10,Mumbai,Maharashtra,West,107,Moderate,54.5,89.0,16.5,6.4,2.84,50.7,PM2.5
2015-10-26,2015,10,Mumbai,Maharashtra,West,212,Poor,109.9,174.5,42.8,19.7,3.62,60.0,PM2.5
2015-10-27,2015,10,Mumbai,Maharashtra,West,259,Poor,121.3,239.7,50.0,28.7,5.72,43.0,PM2.5
2015-10-28,2015,10,Mumbai,Maharashtra,West,277,Poor,111.6,222.7,42.2,24.5,5.49,64.8,PM2.5
2015-10-29,2015,10,Mumbai,Maharashtra,West,170,Moderate,79.6,149.3,34.1,19.3,2.23,52.9,PM2.5
2015-10-30,2015,10,Mumbai,Maharashtra,West,106,Moderate,47.2,69.4,16.6,8.2,2.92,23.6,PM2.5
2015-10-31,2015,10,Mumbai,Maharashtra,West,131,Moderate,51.8,109.4,22.8,9.3,2.65,8.6,PM2.5
2015-11-01,2015,11,Mumbai,Maharashtra,West,127,Moderate,64.1,104.5,25.6,10.1,3.42,35.0,PM2.5
2015-11-02,2015,11,Mumbai,Maharashtra,West,105,Moderate,49.5,71.0,19.0,10.6,2.73,46.1,PM2.5
2015-11-03,2015,11,Mumbai,Maharashtra,West,308,Very Poor,165.9,210.1,53.3,27.6,5.77,48.8,PM2.5
2015-11-04,2015,11,Mumbai,Maharashtra,West,200,Moderate,97.7,166.9,35.4,26.5,5.46,46.4,PM2.5
2015-11-05,2015,11,Mumbai,Maharashtra,West,118,Moderate,48.0,77.8,25.1,14.0,1.63,52.9,PM2.5
2015-11-06,2015,11,Mumbai,Maharashtra,West,103,Moderate,43.9,69.9,19.6,12.9,1.35,5.8,PM2.5
2015-11-07,2015,11,Mumbai,Maharashtra,West,131,Moderate,69.4,111.9,29.0,11.3,2.82,37.0,PM2.5
2015-11-08,2015,11,Mumbai,Maharashtra,West,156,Moderate,80.7,136.0,24.1,21.9,2.04,65.2,PM2.5
2015-11-09,2015,11,Mumbai,Maharashtra,West,91,Satisfactory,33.0,70.5,16.0,9.0,1.93,52.2,PM2.5
2015-11-10,2015,11,Mumbai,Maharashtra,West,65,Satisfactory,31.9,55.2,15.7,7.8,1.23,64.7,PM2.5
2015-11-11,2015,11,Mumbai,Maharashtra,West,89,Satisfactory,36.9,79.4,17.2,11.6,2.24,68.4,PM2.5
2015-11-12,2015,11,Mumbai,Maharashtra,West,69,Satisfactory,32.1,52.4,14.6,8.3,1.59,36.1,PM2.5
2015-11-13,2015,11,Mumbai,Maharashtra,West,93,Satisfactory,40.7,63.8,23.0,7.9,1.35,41.8,PM2.5
2015-11-14,2015,11,Mumbai,Maharashtra,West,146,Moderate,69.3,109.4,21.7,13.3,2.48,46.8,PM2.5
2015-11-15,2015,11,Mumbai,Maharashtra,West,211,Poor,89.8,149.8,54.6,20.1,4.86,82.3,PM2.5
2015-11-16,2015,11,Mumbai,Maharashtra,West,141,Moderate,51.5,113.0,36.1,12.5,1.78,27.1,PM2.5
2015-11-17,2015,11,Mumbai,Maharashtra,West,138,Moderate,53.7,89.4,31.8,13.2,2.29,42.6,PM2.5
2015-11-18,2015,11,Mumbai,Maharashtra,West,138,Moderate,71.7,114.9,33.0,20.5,2.29,54.6,PM2.5
2015-11-19,2015,11,Mumbai,Maharashtra,West,137,Moderate,58.8,102.6,28.1,9.0,2.86,59.0,PM2.5
2015-11-20,2015,11,Mumbai,Maharashtra,West,270,Poor,137.7,210.9,47.6,20.5,4.08,55.0,PM2.5
2015-11-21,2015,11,Mumbai,Maharashtra,West,134,Moderate,54.8,127.2,27.7,11.4,2.85,40.6,PM2.5
2015-11-22,2015,11,Mumbai,Maharashtra,West,134,Moderate,63.3,106.7,25.2,20.0,3.5,27.8,PM2.5
2015-11-23,2015,11,Mumbai,Maharashtra,West,223,Poor,105.2,157.1,41.8,12.0,4.37,89.2,PM2.5
2015-11-24,2015,11,Mumbai,Maharashtra,West,78,Satisfactory,41.6,72.6,17.7,8.1,2.02,54.8,PM2.5
2015-11-25,2015,11,Mumbai,Maharashtra,West,162,Moderate,62.0,144.9,28.0,22.3,4.39,42.2,PM2.5
2015-11-26,2015,11,Mumbai,Maharashtra,West,136,Moderate,73.0,108.1,33.1,14.8,2.45,26.5,PM2.5
2015-11-27,2015,11,Mumbai,Maharashtra,West,100,Satisfactory,49.7,76.4,20.1,9.9,2.12,36.9,PM2.5
2015-11-28,2015,11,Mumbai,Maharashtra,West,232,Poor,115.4,191.1,59.1,16.3,3.19,43.3,PM2.5
2015-11-29,2015,11,Mumbai,Maharashtra,West,133,Moderate,68.2,123.1,19.6,18.4,2.55,72.7,PM2.5
2015-11-30,2015,11,Mumbai,Maharashtra,West,366,Very Poor,192.8,236.5,72.2,43.5,8.62,53.8,PM2.5
2015-12-01,2015,12,Mumbai,Maharashtra,West,105,Moderate,43.5,79.3,24.8,8.2,1.61,58.1,PM2.5
2015-12-02,2015,12,Mumbai,Maharashtra,West,116,Moderate,42.1,101.6,27.9,14.4,1.66,67.1,PM2.5
2015-12-03,2015,12,Mumbai,Maharashtra,West,198,Moderate,94.8,175.3,47.8,22.0,2.66,65.1,PM2.5
2015-12-04,2015,12,Mumbai,Maharashtra,West,103,Moderate,44.6,79.3,15.2,8.7,1.42,49.5,PM2.5
2015-12-05,2015,12,Mumbai,Maharashtra,West,67,Satisfactory,25.0,53.6,15.8,8.1,0.86,54.3,PM2.5
2015-12-06,2015,12,Mumbai,Maharashtra,West,134,Moderate,55.4,95.7,23.3,17.5,3.6,35.8,PM2.5
2015-12-07,2015,12,Mumbai,Maharashtra,West,200,Moderate,83.6,158.5,33.4,22.8,5.53,46.1,PM2.5
2015-12-08,2015,12,Mumbai,Maharashtra,West,74,Satisfactory,35.3,50.3,18.3,7.4,1.42,74.1,PM2.5
2015-12-09,2015,12,Mumbai,Maharashtra,West,295,Poor,110.0,253.2,49.9,35.8,7.42,74.8,PM2.5
2015-12-10,2015,12,Mumbai,Maharashtra,West,158,Moderate,71.7,108.3,36.8,12.2,3.15,77.4,PM2.5
2015-12-11,2015,12,Mumbai,Maharashtra,West,109,Moderate,51.6,71.7,25.1,8.9,1.31,41.8,PM2.5
2015-12-12,2015,12,Mumbai,Maharashtra,West,112,Moderate,45.9,97.0,16.5,15.0,1.35,50.3,PM2.5
2015-12-13,2015,12,Mumbai,Maharashtra,West,200,Moderate,83.4,134.5,36.6,15.4,5.1,32.7,PM2.5
2015-12-14,2015,12,Mumbai,Maharashtra,West,217,Poor,113.0,169.0,54.1,19.0,5.95,36.7,PM2.5
2015-12-15,2015,12,Mumbai,Maharashtra,West,160,Moderate,71.8,122.2,34.5,19.3,1.93,38.3,PM2.5
2015-12-16,2015,12,Mumbai,Maharashtra,West,177,Moderate,85.0,168.0,40.9,25.7,4.11,33.7,PM2.5
2015-12-17,2015,12,Mumbai,Maharashtra,West,112,Moderate,56.1,94.8,16.3,9.6,3.06,43.7,PM2.5
2015-12-18,2015,12,Mumbai,Maharashtra,West,46,Good,20.3,32.5,8.5,4.0,0.59,50.3,PM2.5
2015-12-19,2015,12,Mumbai,Maharashtra,West,120,Moderate,61.0,109.5,19.9,13.9,2.35,79.0,PM2.5
2015-12-20,2015,12,Mumbai,Maharashtra,West,129,Moderate,62.2,107.6,22.6,8.2,2.89,57.3,PM2.5
2015-12-21,2015,12,Mumbai,Maharashtra,West,101,Moderate,48.1,77.4,22.8,7.1,2.65,72.5,PM2.5
2015-12-22,2015,12,Mumbai,Maharashtra,West,101,Moderate,37.4,68.2,20.4,7.8,2.56,21.7,PM2.5
2015-12-23,2015,12,Mumbai,Maharashtra,West,131,Moderate,58.8,100.8,26.7,14.3,1.59,30.1,PM2.5
2015-12-24,2015,12,Mumbai,Maharashtra,West,178,Moderate,80.7,152.5,31.6,22.7,4.34,49.2,PM2.5
2015-12-25,2015,12,Mumbai,Maharashtra,West,171,Moderate,65.4,110.4,39.7,22.4,2.38,50.4,PM2.5
2015-12-26,2015,12,Mumbai,Maharashtra,West,213,Poor,96.5,160.0,39.3,10.7,3.58,35.2,PM2.5
2015-12-27,2015,12,Mumbai,Maharashtra,West,153,Moderate,78.4,99.1,37.9,19.6,3.75,51.0,PM2.5
2015-12-28,2015,12,Mumbai,Maharashtra,West,57,Satisfactory,23.6,37.7,9.5,4.3,1.13,31.3,PM2.5
2015-12-29,2015,12,Mumbai,Maharashtra,West,134,Moderate,49.6,126.8,33.9,17.2,3.73,83.2,PM2.5
2015-12-30,2015,12,Mumbai,Maharashtra,West,178,Moderate,66.5,134.7,29.7,12.4,2.54,51.0,PM2.5
2015-12-31,2015,12,Mumbai,Maharashtra,West,240,Poor,111.4,164.9,57.0,27.3,4.37,61.2,PM2.5
2016-01-01,2016,1,Mumbai,Maharashtra,West,90,Satisfactory,38.0,84.0,15.7,8.7,2.36,67.0,PM2.5
2016-01-02,2016,1,Mumbai,Maharashtra,West,126,Moderate,48.7,81.0,27.2,11.9,1.78,53.0,PM2.5
2016-01-03,2016,1,Mumbai,Maharashtra,West,146,Moderate,58.9,116.8,32.3,8.4,2.39,61.7,PM2.5
2016-01-04,2016,1,Mumbai,Maharashtra,West,133,Moderate,61.0,103.5,19.3,8.9,2.54,77.5,PM2.5
2016-01-05,2016,1,Mumbai,Maharashtra,West,172,Moderate,69.4,163.0,28.1,25.0,4.8,57.4,PM2.5
2016-01-06,2016,1,Mumbai,Maharashtra,West,75,Satisfactory,32.9,62.2,11.2,8.4,2.08,59.2,PM2.5
2016-01-07,2016,1,Mumbai,Maharashtra,West,179,Moderate,93.7,168.6,45.7,18.3,4.95,38.4,PM2.5
2016-01-08,2016,1,Mumbai,Maharashtra,West,111,Moderate,49.5,96.6,18.8,12.7,2.52,59.8,PM2.5
2016-01-09,2016,1,Mumbai,Maharashtra,West,158,Moderate,78.8,126.3,22.3,8.0,2.8,25.9,PM2.5
2016-01-10,2016,1,Mumbai,Maharashtra,West,87,Satisfactory,36.4,79.3,19.8,5.2,1.64,62.1,PM2.5
2016-01-11,2016,1,Mumbai,Maharashtra,West,142,Moderate,68.1,96.3,24.8,12.7,3.79,40.3,PM2.5
2016-01-12,2016,1,Mumbai,Maharashtra,West,111,Moderate,47.8,97.8,27.8,16.1,2.36,76.4,PM2.5
2016-01-13,2016,1,Mumbai,Maharashtra,West,231,Poor,93.6,189.5,42.3,26.7,3.66,38.2,PM2.5
2016-01-14,2016,1,Mumbai,Maharashtra,West,144,Moderate,57.6,94.0,20.8,9.7,3.73,30.9,PM2.5
2016-01-15,2016,1,Mumbai,Maharashtra,West,77,Satisfactory,35.8,62.0,17.8,6.0,1.36,89.7,PM2.5
2016-01-16,2016,1,Mumbai,Maharashtra,West,133,Moderate,66.6,105.4,26.6,9.4,2.85,68.4,PM2.5
2016-01-17,2016,1,Mumbai,Maharashtra,West,115,Moderate,59.1,81.2,17.1,6.5,3.11,29.5,PM2.5
2016-01-18,2016,1,Mumbai,Maharashtra,West,50,Good,25.3,45.4,9.0,6.0,1.22,54.0,PM2.5
2016-01-19,2016,1,Mumbai,Maharashtra,West,98,Satisfactory,50.7,79.6,17.0,9.1,1.23,58.5,PM2.5
2016-01-20,2016,1,Mumbai,Maharashtra,West,165,Moderate,59.4,127.6,33.4,9.2,4.55,40.3,PM2.5
2016-01-21,2016,1,Mumbai,Maharashtra,West,107,Moderate,44.4,76.4,15.0,13.2,2.94,29.5,PM2.5
2016-01-22,2016,1,Mumbai,Maharashtra,West,188,Moderate,92.8,171.4,35.9,15.1,3.23,27.0,PM2.5
2016-01-23,2016,1,Mumbai,Maharashtra,West,203,Poor,79.7,154.0,50.4,26.5,5.63,61.6,PM2.5
2016-01-24,2016,1,Mumbai,Maharashtra,West,113,Moderate,52.7,96.2,16.9,11.8,2.64,78.4,PM2.5
2016-01-25,2016,1,Mumbai,Maharashtra,West,174,Moderate,80.9,164.4,25.2,13.3,3.76,38.6,PM2.5
2016-01-26,2016,1,Mumbai,Maharashtra,West,219,Poor,108.8,147.3,44.2,22.1,3.92,30.0,PM2.5
2016-01-27,2016,1,Mumbai,Maharashtra,West,221,Poor,97.9,206.6,49.4,27.2,5.7,69.9,PM2.5
2016-01-28,2016,1,Mumbai,Maharashtra,West,201,Poor,79.4,150.9,36.2,29.7,5.17,37.7,PM2.5
2016-01-29,2016,1,Mumbai,Maharashtra,West,219,Poor,101.0,206.5,43.7,19.3,3.2,68.8,PM2.5
2016-01-30,2016,1,Mumbai,Maharashtra,West,190,Moderate,81.5,123.1,45.7,9.7,4.42,67.0,PM2.5
2016-01-31,2016,1,Mumbai,Maharashtra,West,140,Moderate,56.3,121.2,33.3,14.7,3.85,59.1,PM2.5
2016-02-01,2016,2,Mumbai,Maharashtra,West,80,Satisfactory,39.1,73.3,12.9,10.4,1.67,36.8,NO2
2016-02-02,2016,2,Mumbai,Maharashtra,West,53,Satisfactory,27.3,36.6,9.4,4.2,1.37,44.4,PM2.5
2016-02-03,2016,2,Mumbai,Maharashtra,West,122,Moderate,49.4,102.5,25.5,16.3,3.23,62.3,PM2.5
2016-02-04,2016,2,Mumbai,Maharashtra,West,82,Satisfactory,33.8,60.5,15.0,9.2,1.42,37.2,PM2.5
2016-02-05,2016,2,Mumbai,Maharashtra,West,62,Satisfactory,23.1,55.2,10.8,5.8,1.42,80.7,NO2
2016-02-06,2016,2,Mumbai,Maharashtra,West,67,Satisfactory,28.6,63.1,14.5,7.8,1.48,46.7,NO2
2016-02-07,2016,2,Mumbai,Maharashtra,West,69,Satisfactory,34.2,46.4,12.0,5.4,1.3,23.5,PM2.5
2016-02-08,2016,2,Mumbai,Maharashtra,West,47,Good,25.1,31.8,8.9,5.8,1.09,51.5,PM2.5
2016-02-09,2016,2,Mumbai,Maharashtra,West,38,Good,16.4,27.5,6.3,3.7,0.62,31.4,PM2.5
2016-02-10,2016,2,Mumbai,Maharashtra,West,116,Moderate,62.0,96.6,17.3,6.7,3.16,24.3,PM2.5
2016-02-11,2016,2,Mumbai,Maharashtra,West,64,Satisfactory,29.9,53.7,13.9,4.9,0.78,44.6,PM10
2016-02-12,2016,2,Mumbai,Maharashtra,West,128,Moderate,60.1,94.7,22.1,14.1,3.31,70.3,PM2.5
2016-02-13,2016,2,Mumbai,Maharashtra,West,99,Satisfactory,39.3,82.0,22.2,11.7,1.83,56.8,NO2
2016-02-14,2016,2,Mumbai,Maharashtra,West,81,Satisfactory,32.9,63.5,20.6,7.3,2.06,44.9,PM2.5
2016-02-15,2016,2,Mumbai,Maharashtra,West,100,Satisfactory,53.6,67.3,14.1,9.3,1.35,29.6,PM10
2016-02-16,2016,2,Mumbai,Maharashtra,West,90,Satisfactory,39.4,65.1,17.3,11.0,1.09,53.8,NO2
2016-02-17,2016,2,Mumbai,Maharashtra,West,161,Moderate,76.4,115.5,36.3,9.5,2.45,77.6,PM10
2016-02-18,2016,2,Mumbai,Maharashtra,West,92,Satisfactory,33.3,66.2,15.2,7.1,1.47,61.4,PM2.5
2016-02-19,2016,2,Mumbai,Maharashtra,West,77,Satisfactory,37.9,64.2,17.0,4.5,2.1,35.7,NO2
2016-02-20,2016,2,Mumbai,Maharashtra,West,94,Satisfactory,47.8,88.2,19.3,6.6,2.06,59.1,PM2.5
2016-02-21,2016,2,Mumbai,Maharashtra,West,113,Moderate,51.3,74.8,20.9,16.1,2.41,67.7,NO2
2016-02-22,2016,2,Mumbai,Maharashtra,West,40,Good,17.1,37.1,8.8,5.1,0.77,55.7,NO2
2016-02-23,2016,2,Mumbai,Maharashtra,West,46,Good,22.4,35.7,8.9,5.3,1.24,63.9,NO2
2016-02-24,2016,2,Mumbai,Maharashtra,West,66,Satisfactory,24.0,48.6,13.2,3.7,1.31,14.5,PM10
2016-02-25,2016,2,Mumbai,Maharashtra,West,65,Satisfactory,31.1,47.0,10.3,4.3,0.85,78.9,PM2.5
2016-02-26,2016,2,Mumbai,Maharashtra,West,99,Satisfactory,51.4,89.2,22.0,6.0,1.65,29.2,PM10
2016-02-27,2016,2,Mumbai,Maharashtra,West,51,Satisfactory,23.1,41.4,9.3,4.4,1.29,33.5,PM10
2016-02-28,2016,2,Mumbai,Maharashtra,West,61,Satisfactory,32.0,57.6,10.9,5.2,1.23,70.1,PM2.5
2016-02-29,2016,2,Mumbai,Maharashtra,West,72,Satisfactory,33.1,57.7,11.8,9.8,1.64,33.0,PM2.5
2016-03-01,2016,3,Mumbai,Maharashtra,West,85,Satisfactory,42.0,66.3,18.1,5.6,1.94,53.3,PM2.5
2016-03-02,2016,3,Mumbai,Maharashtra,West,99,Satisfactory,39.7,67.1,15.8,5.0,2.33,31.6,NO2
2016-03-03,2016,3,Mumbai,Maharashtra,West,83,Satisfactory,32.3,55.3,11.8,5.5,2.18,84.9,PM10
2016-03-04,2016,3,Mumbai,Maharashtra,West,60,Satisfactory,22.7,42.7,12.1,6.6,0.96,24.8,PM10
2016-03-05,2016,3,Mumbai,Maharashtra,West,75,Satisfactory,30.2,53.3,19.1,8.4,1.57,38.1,PM10
2016-03-06,2016,3,Mumbai,Maharashtra,West,42,Good,19.2,36.2,9.4,2.8,0.84,12.4,PM10
2016-03-07,2016,3,Mumbai,Maharashtra,West,120,Moderate,56.8,97.2,18.5,13.3,1.67,45.2,PM10
2016-03-08,2016,3,Mumbai,Maharashtra,West,55,Satisfactory,26.7,38.8,10.3,7.7,0.84,41.8,NO2
2016-03-09,2016,3,Mumbai,Maharashtra,West,27,Good,9.8,24.1,4.0,2.6,0.57,55.2,PM2.5
